18034918	84031506	0	RT @mention: I think those American nutters must have misinterpreted a bad weather forecast #rapture
18034918	80055852	2	@mention Keek! I love a bit of Snow Patrol! Have this band on now tho.  It's been on repeat since I heard it.  {link}
18034918	79193752	1	Poured a cup of hot sepia coffee in a wisteria flowered mug
18034918	82680423	2	Waking up to beautiful weather- what a great day it will be!
18034918	82682106	2	Helloooo
18034918	82675851	1	#WEATHER:  1:53 am : 61.0F. Feels 58F. 29.75% Humidity. 18.4MPH West Wind.
18034918	81177034	0	@mention I am too haha it's kinda hot out though
18034918	84308252	2	Love my new jewelry books from Powell's. Much needed inspiration on a rainy Monday.
18034918	79186665	1	Weather data at 06:30 AM. 42.5&#xB0
18034918	82677133	1	Im not complaining but it's FREEZING in my room!
18034918	82510199	2	RT @mention: Don't try to stop the storm
18034918	82839379	2	RT @mention: Cinderella
18034918	84304530	3	Militants storm Pakistani naval base in Karachi \n    (AP)\n: AP - Islamist militants stormed a naval base in t... {link}
18034918	84304558	1	Severe Storm Damage In Southeast Wisconsin: At the height of Sunday's severe storms
18034918	84033936	1	#NMFire #NMwx Fire Weather Watch issued May 21 at 1:28PM MDT expiring May 23 at 9:00PM MDT by NWS Albuquerque... {link}
18034918	82517414	1	Severe Thunderstorm Warning for Choctaw
18034918	79193917	3	Polo boots in 80 degree weather #fail
18034918	84318238	1	Dear #sanfrancisco
18034918	84311234	1	RT @mention: Damn this thunder storm kame out of No where
18034918	79188848	2	@mention you will be missed. Hope weather is ok
18034918	81995587	2	Just in! Joe's Provacateur petite bootcut in the Hannah wash. Perfect for warmer weather! {link}
18034918	79196060	2	I woke up to a beautiful ball of red coming over the horizon...oh where art thou ball of sunshine so enjoy having your around
18034918	81213147	2	@mention It's sunny here too. And it's closer! :D
18034918	83254598	0	RT @mention: The 3rd world war hasn't even happened yet... and the crazy weather is from Earth changing and possibly from H.A.A.R. ...
18034918	81993145	1	Gov. Bentley: 238 storm related fatalities in Alabama {link}
18034918	81992407	2	I been freezing but didn't wana get up to fool with the air #lazytweet
18034918	82676412	2	"""MARY WHITE"" always be fogged out even wen its a bright sunny day"
18034918	84311715	1	RT @mention: RT @mention: U.S. National Severe Weather Alerts Map - WeatherBug.com {link}
18034918	80058226	3	Nature's Sunshine Products Reports First Quarter Financial Results {link}
18034918	81992249	3	7:30 final and its like 95 degrees. I can't take the biggest exam of the year under these conditions. #stupidhot
18034918	80059118	1	@mention Yeah I was sick recently too. It's probably the weather or something.
18034918	82674497	1	VIDEO: Hay fever surges in UK heatwave {link}
18034918	84310393	0	We have been Busy collecting Wal Mart Gift Cards Via Pay Pal to Give to Tornado and Storm Victims to Present to... {link}
18034918	84050095	2	Turned on TV here at the hotel
18034918	82509278	2	"""LIKE"" our brand new Northwest Weather Podcast page!  Mark and Brian are recording their 4th episode today.  You... {link}"
18034918	82843839	1	Gardner WX 05/17/11 07:00 AM | 44F
18034918	84318003	1	Watch KNWA now. Dan Skoff & Clint Boone are tracking severe weather in Benton County. Possible tornadoes may be brewing
18034918	83254916	0	Why has the weather sucked so bad lately? A hurricane isn't gonna stop me from getting my swag on.
18034918	84048462	2	Love this Iowa weather that goes from warm and sunny to rainy and lightening in less than 2 seconds:):):)
18034918	79195022	1	@mention fine bout to go this interview. How's the weather there???
18034918	84051249	2	Just seen this toyota commercial and im thinking why would a truck have to go thru almost 300 degrees?
18034918	84306933	3	Oh
18034918	83268730	3	What Produces Pippa's Perfect Posterior? Find out the Secret! Plus: New Pics Of Pippa Looking Hot In Tight Jeans: {link}
18034918	82851670	0	I also need to know why it's 65 degrees out right now. Stooooopppp.
18034918	80053045	1	#arenafootball @mention @mention {link} TD Storm off net!
18034918	84321176	1	Sunny skies over by KC Library
18034918	83257950	0	Freezing
18034918	79195148	1	Discovery Kids Climate Cubes Weather Information Station - $12.99 + S&H {link}
18034918	81170861	0	Really
18034918	82850609	3	@mention congratulations sir! I will fight until I have more degrees than you. I shall not be defeated! One more week
18034918	84050868	0	Me and katilyn chatting up the movie
18034918	82677093	2	Rest of Tonight Partly cloudy until late night then becoming mostly clear. A 20 percent chance of showers and thunderstorms in the evening
18034918	81177955	1	It's on the windy side
18034918	84033718	0	72 degrees and sunny. Yeah it's  going to hell in a hat box
18034918	81178007	2	Mother's Day Sunshine  {link}
18034918	82680424	1	Severe Thunderstorm Warning for Lancaster County in PA until 7:30pm EDT. #pawx
18034918	81996415	2	If tommorow is nice weather
18034918	79188733	2	"Y looky here...da window is open 6 inches! It finally getting warmer outside..maybe 60 degrees now..IT""S ABOUT TIME! #whereisspring?"
18034918	81172348	0	Omg it's so freaking freezing in this biiiiiiiiiitch!
18034918	82846065	2	NYC weather is so disrespectful this week
18034918	80050881	1	RT @mention: Horses have 16 muscles in each ear
18034918	84305417	1	A storm with quarter-sized hail is making the situation in Joplin even tougher {link}
18034918	82845937	3	Chef Gelman of The Driskill joins us for a beer pairing duel against Chef Rob Snow of Judges' Hill Restaurant!!... {link}
18034918	79185900	1	Special Weather Statement issued May 05 at 5:14PM CDT expiring May 05 at 6:15PM CDT by NWS Central Illinois... {link}
18034918	82680253	0	Day 2 DC: On the subway heading to the museums
18034918	82850303	2	Sunny day man #12 and #35
18034918	84307215	0	GM all looking at another rainy week don't let it make you weak!!
18034918	84319348	2	RT @mention: Beautiful weather brings every1 n their mama out SHEESH&lt
18034918	82850752	1	The Storm announce today that they have signed Tyler Thomas and Jeremy Bollinger to one-year deals.
18034918	81213652	2	Updating a recipe for a summer soup
18034918	83268278	1	MU softball opener delayed: Bad weather pushes DePaul-Indiana to 8:30 p.m. {link}
18034918	83268301	2	RT @mention: #Salute to @mention for going to show the kids love out in Tuscaloosa who were affected by the storm. {link}. ...
18034918	84051334	1	#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
18034918	81211518	2	Hope everyone had a great weekend
18034918	82838312	1	#WEATHER:  1:56 pm : 77.0F. Feels F. 29.96% Humidity. 11.5MPH South Wind.
18034918	82509276	1	@mention its not. 70 and sunny tomorrow.
18034918	83258553	3	RT @mention Why does Lindsay Lohan hate Christmas? She's been in & out of rehab for dashing through the snow...LMMFAO
18034918	82844981	2	ain't nothin like walkin out of a salon with a fresh cut and a lollipop on a beautiful sunny day. I love it.
18034918	81172077	2	@mention haha
18034918	80057340	3	@mention old lady with hot pink feather extensions.. The reason i want mine out!  {link}
18034918	80059203	3	Partly Sunny Skies Show Up For Mother's Day - {link}
18034918	82847436	0	RT @mention: Georgia weather be pissin me off.
18034918	84306221	2	Last full week of school. Summertime sunshine #seeyousoon
18034918	84320252	2	#storm yeah? {link}/
18034918	82841713	2	Greaaaat. So
18034918	79189341	3	RT @mention: Syria 'arrests scores' in Damascus suburb: Soldiers reportedly storm Saqba
18034918	81172424	3	Activision Blizzard's quarterly profit
18034918	82839684	1	#WEATHER:  12:56 am: 56.0F. Feels 52F. 29.81% Humidity. 18.4MPH Southwest Wind.
18034918	84305604	0	@mention oh hot dayum. Lmao & locked out my house waiting for a key company to come lmao
18034918	84320716	2	RT @mention: The Graduate School to award more than 635 degrees:  {link}
18034918	80058003	0	The days half over and I still haven't seen my mother! Upside its 80 degrees outside :)
18034918	81174535	1	I'll take the lightening over the snow any day! Yay for thunderstorms!
18034918	81991717	1	#WEATHER:  3:56 pm : 64.0F. Feels F. 30.05% Humidity. 8.1MPH Northeast Wind.
18034918	81179473	2	i Had Great Mother's Day Weekend weather was very nice
18034918	84311142	3	"Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10 donation. #CNN weather"
18034918	83255916	1	It's windy here too. RT @mention: Rustling night | blows me away | clutching at straws | where cosmic winds | carry your scent #micropoetry
18034918	84047275	3	Gunmen storm Afghan government building {link}
18034918	82853084	0	Freaking out about this final
18034918	84048364	1	Death by the Glass: A Sunny McCoskey Napa Valley Mystery (Sunny Mccloskey Napa Valley Mystery):  {link}
18034918	82675706	2	Enjoying the Midwest weather!
18034918	82847304	3	@mention We live out in the country (or the Boonies as we like to call it) so we see these things quite often as it starts to warm up.
18034918	81992417	0	it's too damn hot for the power to be out....
18034918	80058749	2	Tatum
18034918	84314399	3	It's not storm damage or budget negotiations
18034918	83256193	0	RT @mention: @mention I was hoping the colder weather would hasten their demise...I'm afraid it's only prolonged our inevitable d ...
18034918	84318849	3	@mention been chatting up a storm on #BlackberryMessenger with a bunch of cool MMA people
18034918	82675810	1	#WEATHER:  1:56 am : 66.0F. Feels F. 30.09% Humidity. 26.5MPH East Wind.
18034918	84313582	0	It's too hot out. Fuckin aye
18034918	84048241	1	10:00 and its 75 degrees...i'll take it
18034918	82516994	1	"13:42-Sky:  partly cloudy|Vis: 8mi -Temp: 83.1F-Hum: 66.0 %-Pres: 29.82""-24Hr Rain: 0.00""-Winds: N 3.1 MPH-Windchill: 87.9F #cltwx"
18034918	81176672	2	RT @mention: It's getting warm in them thar hills.  Amador County Foothills/Shendoah Valley
18034918	82837743	0	soooo its cold outside grrr -_-
18034918	81991664	1	It's Jus to hot outside to be sleepin n clothes
18034918	82837194	2	Sunny weather for driving back to San Diego
18034918	82837247	0	cold in here cold outside
18034918	82851542	1	Putting all utensil away
18034918	84051508	1	Ashley and Storm were watching Old Boy. It's dubbed
18034918	82846571	2	Shawdee keeps cummin in my office talkin bout hey sunshine. Um like wtf u want my cookies bitch?
18034918	81994871	0	Ain't shit going down n it's fucking hot outside
18034918	80053599	1	#WEATHER: 7:51 am E: 55.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.
18034918	79197023	2	RT @mention: Man having argument with girlfriend jumps off Sunshine Skyway Bridge and lives {link}
18034918	82676543	1	#WEATHER:  11:56 pm: 69.0F. Feels F. 29.69% Humidity. 5.8MPH South Wind.
18034918	82844287	0	RT @mention: I ffucked enough hoes now its time 2 count money cuz i'll be damn if dis summer be dark n sunny!!!
18034918	81212944	2	@mention I couldnt agree more. What's the temp?
18034918	79186651	0	WTH....VA with this damn bipolar ass weather....
18034918	84306829	3	The vent next to the toliet in the guest bathroom provides for a perfect doo doo temp. #shittertwits
18034918	82673786	2	Going to the zoo today for the first time in ages
18034918	79187199	3	I uploaded a @mention video {link} God's Snow (Original Song By Mark Gott)
18034918	84034749	3	@mention Hi Five! I love a bit of Snow Patrol! Have this band on now tho.  They are going to be HUGE.  {link}
18034918	81213046	2	Couldn't ask for better weather!
18034918	80054009	2	YW! RT @mention: Improving my tweet-ability - study time before hitting the sunshine.  Thank you @mention and  @mention for...
18034918	79189145	1	Ran 6.69 kilometers in 31 mins and felt great. Amazing weather
18034918	80056520	2	Last night was AWESOME. - And the weather is beautiful. Good mood high for the rest of the weekend
18034918	82518284	0	@mention So this weekend? 3 rainy days in a row and it's May Term you don't have to do anything for class
18034918	83256570	3	Chilly - Chili
18034918	82675510	3	Sen. Whisnant just said our state economist has gotten our budget income forecast wrong 14 out 16 times wrong. Makes me feel warm & fuzzy
18034918	84318040	0	Tomorrows 82 degrees ? thats what im fuckin talking abt ^_^ .
18034918	82673621	2	RT @mention: Lol yall crazy! RT @mention: out campn with @mention waitn on da new jays in da cold its #serious
18034918	84318313	1	Its a million degrees
18034918	82840508	0	Good morning and HOLY HUMIDITY! This is the one thing about moving back east from Colorado that I didn't miss..my face hates it!
18034918	81176286	2	Such an awesome day out today. Gotta love sunny days.
18034918	84321254	2	These #ExtremeCouponing folk are a BLIZZARD person wanting DREAM! Just have the goodies!
18034918	82847369	2	@mention I know what you mean! :) the day is going well
18034918	80059338	1	#WEATHER: 3:54 pm M: 81.0F. Feels F. 29.66% Humidity. 20.7MPH Southwest Wind.
18034918	82672758	0	@mention ur twitt sad some ppl r so temp soooooooooo fake
18034918	83258131	0	Damn weather
18034918	80058229	1	Water sprinkler damage requires professional cleanup before the Atlanta weather makes it difficult to prevent... {link}
18034918	82844291	2	The happy
18034918	82837330	1	Phones been ringing since 7
18034918	84310768	1	"D~""Driven"" aka David Zachary Rumley gettin' his ULTRA swagg on today. Watch OUT!!! He's puttin' out hot fire on... {link}"
18034918	82672807	1	Snow White
18034918	82837331	1	Looking up in columbus circle #nyc #rain {link}
18034918	81995838	1	SPC MD 747: MD 0747 CONCERNING SEVERE THUNDERSTORM WATCH 283... FOR PARTS OF CNTRL AND NERN TX / SWRN AND CNT... {link}
18034918	80056863	1	@mention Am I wrong to think the boy has never seen snow in March?
18034918	82847055	2	Ew... bought a salad at the Sunshine store and the chicken has gone bad.  One bite won't make me get sick
18034918	83254794	0	@mention Hey what's up stranger? not a whole lot over this way I'm back in MI and hating the weather lol What about u
18034918	79196748	2	Honeys
18034918	82510059	0	@mention how bout chasing the money till it's sunny w/ no sleep.  money stretch long.. Wall street.
18034918	84311956	1	Now's the time to sign up for ABC 17 severe weather texts: {link} Follow @mention & Facebook: {link}
18034918	81170369	2	@mention i knew it im like the sunshine to your morning the pencil to your paper the eyelid to your eye
18034918	81215474	0	Dateline: Elkhart Lake
18034918	84311584	3	The only thing I can do is move foward and focus on the future. As hard as it may seem it can only get better. The storm can't last forever
18034918	81214894	2	Planting strawberries @mention and enjoying the sunshine!
18034918	84320238	1	I hope it won't be too hot in the morning! Jacksonville weather be on hell+2 degrees!
18034918	79195142	2	G'morning
18034918	80059045	1	why is just windy by my post is it because all of the trees and buildings!
18034918	82517296	2	Insaneeee weather over here!!!!
18034918	84034550	0	If you are in Winston... I say we plan a pool party since it is hot as hell outside
18034918	81991227	1	It's so hot that I have found out (the hard way) that my seat belt buckle could be used as a branding iron #teamfollowback
18034918	81996695	2	Loving thia storm!
18034918	82680870	1	"whoevr is patricia/patrice clark or harris=tricia_12@mention.com means ""TRY""CIA_12@mention.com=(202)583-2330 sound like sunny hostin &sucks!"
18034918	83272067	3	@mention Hullo!  Looking for the next Snow Patrol? I recommend this. Listen: {link}
18034918	82852342	1	Fire Weather Watch issued May 18 at 5:52AM CDT expiring May 19 at 9:00PM CDT by NWS Midland-Odessa {link}... {link}
18034918	81177151	2	@mention
18034918	82850069	2	RT @mention: Life is so much more manageable when the weather is nice.
18034918	82838269	1	Here and Now: Snow on treetops: What could be better?
18034918	80057405	2	Bikini Weather Pictures - New Picture -  {link} #Bikini #Babes
18034918	82676148	1	Its #Cold N Herr ..
18034918	84050364	0	RT @mention: Its hot af outside.
18034918	82837785	2	Chamber of Commerce weather. It's a great week for networking!
18034918	82848494	2	RT @mention: The color of these #yellow #calcite faceted drops makes me smile!  Sunny!  @mention #artFire #AFPounce {link} ...
18034918	81994547	0	@mention my sisters pregnancy until I can finally hold that bundle of sunshine:)
18034918	80050917	1	Quartet of snowy owls finds new home at Beardsley Zoo: BRIDGEPORT  Associated Press   A quartet of snowy owls
18034918	84319703	2	What's going on with everyone on this rainy gloomy day? Me just getting ready to go to the grocery store.
18034918	82849685	1	50 degrees and rainy. Guess there's no cookout.
18034918	82512438	3	#NP Superstar 9000 feat. Stuey Rock - Thunderstorm by Superstar 9000.. - {link}
18034918	81993643	1	@mention maybe the spring humidity
18034918	80051992	1	@mention next time u are in Paris & weather allows let's have a picnic
18034918	82672977	2	The sunshine inspired our sun salutations this AM! Thank you Meg Faber & Flourish Yoga + wellbeing ~ Back Om Again... {link}
18034918	81994623	2	Its amazingly hot outside.. That means its time for the pool. Thank Goodness I look good in a 2 piece. :)
18034918	82681805	1	40 & rainy is such a letdown after last week's weather :( Good day to move into a bigger bedroom though!
18034918	82852668	2	Today's weather has me dreaming of chocolate. Thankfully we carry some local favorites...  {link}
18034918	83270091	0	Humidity
18034918	81992349	0	@mention SNOW!!!!!!  Where the heck are you?
18034918	82679485	2	@mention Insomnia and thunderstorms kept me up all night...So much fun...
18034918	84321802	1	Well
18034918	83268491	2	The sunshine makes me happy.
18034918	82850414	1	is it to cold outside to be wearing sandals ?
18034918	83255142	2	Sounds delightful! @mention RT: Can't wait to stroll on the beach and brain storm!
18034918	80060015	1	New book. Lemonade. 90 degree weather. #perfection
18034918	84305736	2	God it's been raining on and off...that's what you get for Michigan weather
18034918	82835535	1	Hanging around nothing else to do but frown rainy days and #mondays always get me down -The Carpenters
18034918	82678736	1	#WEATHER:  1:54 pm : 53.0F. Feels 49F. 29.82% Humidity. 12.7MPH Northwest Wind.
18034918	83270454	3	Dirt 3 arrives with more rally
18034918	84311097	3	#NEWMUSIC Sunny Black - Lets Get It In - {link} #twitraxtuesday
18034918	84034447	3	@mention check out dis video shit is hot song is crazy trust RT (@mention {link})
18034918	79196168	2	@mention Oh.my.god. Sounds like a little bit of sunny Roses heaven!
18034918	83270696	1	Valley Center area is under a several thunderstorm watch until 10 p.m.
18034918	82681160	1	Pic: Check out the little T-storm that just popped up on radar south of the track. {link}
18034918	84318962	1	May be a long night.  More bad weather to come
18034918	84034785	2	RT @mention: After a cold and rainy week in Ohio Friday and Saturday have been soo beautiful outside
18034918	81992795	1	Video: Fox CT: Midday Weather | 5/11 {link}
18034918	81990952	1	Tatum
18034918	84049186	3	Don't get me wrong
18034918	84311981	3	"RT @mention: Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10  ..."
18034918	84048054	1	Freezing
18034918	84319654	3	A friend of mine named Judy and family are en route right thru the path of storm to KC. Prayers plz.
18034918	82679850	2	wishing i was in sunny Florida watching @mention && the Orioles get this series win! #LEGGO
18034918	81990891	0	My brother told me it.was hot out 
18034918	82676313	3	@mention take chi- town by storm! I expect nothing less! and @mention you better be ready for me to visit!
18034918	84314069	0	Its hot as a BITCH outside !
18034918	79190116	1	"@mention ""Take care to bypass University so you don't collide w/ the sunshine & rainbows being unearthed by construction."""
18034918	84034442	2	Sunshine linked to fatherhood | Parent Pages for parents
18034918	83255882	0	@mention REALLY HOT. turns out
18034918	84033317	2	@mention hey wojo just to let u know while you freezing yours in michigan I am sweating mine off in the hot fl sun! @mention @mention
18034918	82674035	1	SPC Severe Thunderstorm Watch 298 Status Reports {link}
18034918	84312401	2	@mention listening to jdb before I go to bed.. It makes mr miss sophomore year and the exchange that summer we were storm chasers :)
18034918	80059131	1	@mention manny doesn't want to test the weather
18034918	81212076	2	Sunshine to continue throughout Western New York {link}
18034918	82841404	1	#cltnews WBTV 3 News
18034918	82512299	0	Damn its hot out. Even when not working on a 240 degree engine...
18034918	83269115	3	Did some Carmen Electra Aerobic Striptease & Cindy Crawford DVD. Cycled
18034918	81994569	1	Sigma Gamma Rho Sorority Inc. Beta Omega Sigma-Shreveport
18034918	82511036	1	houston weather
18034918	82844422	2	@mention I'm off on Thursday but I'm keeping local at the moment for the lack of spondos! If it's sunny I'll be out photographing...
18034918	82513014	2	@mention no no! Haha. There are several days
18034918	82839436	1	#WEATHER:  3:55 am : 61.0F. Feels F. 29.60% Humidity. 0.0MPH North Wind.
18034918	84049993	1	#WEATHER:  7:52 am : 65.0F. Feels F. 29.53% Humidity. 16.1MPH Southwest Wind.
18034918	83271502	1	Hail storm-1 andrew-0
18034918	82517573	1	Trace Adkins singing Rainy Night in Georgia...damn...I mean DAYUM!!!!
18034918	82677993	0	fuckin hell. its gonna rain and be chilly in st louis. of course. why can't it be like 90 and sunny.....ill never go there again LOL
18034918	82509678	0	i want to go out..but its cold and yucky out so idk
18034918	82845308	1	#Storm #Clouds at #Twilight  {link}  #Redmond #Oregon #Photography #RedGage
18034918	81993382	3	@mention Alright! Snow Patrol are great but getting samey. Try this! Listen: {link}
18034918	81213907	1	BLOG UPDATE: {link} What's the difference between a dust devil & dust storm? #azwx
18034918	79194346	2	Going for a walk on the esplanade just because it's sunny out.
18034918	83258489	1	Mostly sunny this afternoon
18034918	82513064	3	These kids have wore me out 4 the day.. #whew time to get naked its *HOT* LOL
18034918	82840011	0	@mention @mention Tech Ops stated that the ticket is on hold until storm damage is repaired. No ETR yet.
18034918	82847475	1	US National Weather Service Lower Mississippi River Forecast Center The Vicksburg District of the US Army Corps of... {link}
18034918	82512099	1	Riding out the storm: local housing still sluggish {link}
18034918	82516283	2	#sunshine
18034918	79194922	3	Check out the line-up of the Main Stage ... hot off the presses! {link}
18034918	82677284	1	Ha! What did I tell you yesterday?! 60% chance of thunderstorms forecast tomorrow and storms forecast all week until Thursday! &gt
18034918	81170419	2	Miss the parents pool! RT @mention: Hanging at Inlaws pool and pool house for Mothers Day!! Sunny and 80 degrees! {link}
18034918	84031932	1	81 degrees & cloudy! I love the 81 but not the cloudy! !
18034918	84313204	0	- this house is beyond cold..feels like imm layin inside a freezer..can we please turn OFF the A.C.. #freezing
18034918	80052807	0	BTW!!!! Hannah Storm can get it.. I will FUCK Ms STorm
18034918	80051197	1	@mention Hannah Storm... that sounds like  a comic book character name...
18034918	80057477	1	@mention Lol
18034918	82845119	2	@mention 's tomato plant is growing so nicely in the weather garden! #weathermanhasagreenthumb !  {link}
18034918	83255088	2	"The weather forecast for this evening looks fabulous! Stop by tonight's LPYP ""Rock the Boat"" Party at Columbia Yac {link}"
18034918	79189126	2	#WeRockEachOthersWorlds @mention I am proud to be one of your Twitter BFF's
18034918	84317743	0	@mention i hope!! i've been sick as a dog lately. fucking weather has me screwed up. :-(
18034918	82677176	2	"@mention u nvr told us how the interview in the ""pretty sunny park in nyc wit some BET friends"" went lol details plz -__-"
18034918	82840157	2	@mention what!!? Camping is so much fun!! water & sunshine during the day...clear skies & stars @ night!
18034918	82510137	2	Got chilly feet :( (I'm slyly tryna seem cute)
18034918	84050968	2	@mention BTW
18034918	84051941	2	Idk y she got all this COLD air blowing out on the baby like this....
18034918	83270768	1	HOT
18034918	83257918	1	{link} Ukraine weather forecaster sparks political storm
18034918	79197417	2	Friday afternoon shopping
18034918	84308263	1	So the storm is no joke back in greensboro
18034918	84306519	1	#WEATHER:  5:54 am : 66.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.
18034918	80058211	1	#United States #Wisconsin #Wisconsin Dells #The ButtesThe nation's weather - The Associated Press
18034918	81213904	1	Weather expectations/reality {link}
18034918	82849021	1	Flash #flood warning in effect for parts of Long island due to tstorm. #SNE #weather #NYC  {link}
18034918	82841589	3	@mention when I say uneducated I'm not referring to diplomas or degrees no worries
18034918	82679834	1	RT @mention: Morning! Dry start to day
18034918	84051653	3	just informed my sister that canucks fans stole 'the green man' from its always sunny in philly...she was surprised. THE MORE YOU KNOW ---*
18034918	83268246	0	@mention So maybe your exemplary customer service from Google is tied into Hell freezing over? Hmm...
18034918	81992487	2	I don't mind stormy weather
18034918	81992011	1	RT @mention: severewarn: Severe Thunderstorm Warning for Benton
18034918	81213627	2	yay it's gonna storm! c:
18034918	79186569	2	@mention HAPPY BIRTHDAY!!! You're planning on taking care of this whole rainy cloudy thing right? if not
18034918	82682153	1	Playing euchre in a windy
18034918	82678490	1	I don't care how FAIR-WEATHER the Atlanta fanbase is...I'm a LOYAL #FALCONS
18034918	79186726	2	I wish I had a girlfriend
18034918	82680378	2	A'right despite feeling flu-ish im gonna go play some sand volleyball and enjoy the weather with my besties :) more voting l8r #teammusso
18034918	80053403	1	#WEATHER: 8:52 pm C: 76.0F. Feels F. 29.76% Humidity. 17.3MPH Southeast Wind.
18034918	79197503	2	@mention nothing better then woman in warm weather #yeahiamthattype
18034918	84313129	1	Guess another severe #Thunderstorm is heading toward #WV. :-/  #NoMoreRain
18034918	84030151	1	I wanna do something fun but I don't want to be caught out in the storm tonight so I think I'll just stay home lol
18034918	84312565	1	RT @mention: Do NOT go out to move your car in a hail storm. Your car can be fixed. You might not be fixable. #preparenow
18034918	84033089	0	Not outside but looking out the window at them. Its to hot to be bothered by the animals.
18034918	84304871	3	RT @mention: Community Blood Center Media Blood drive Tues Noon-6 at Westridge Mall by Penneys lower level - Blood to help Joplin st ...
16378241	82515092	2	@mention I agree! Beautiful view. Mine was just walking through Cap Hill but the sunshine made it a nice walk home. Hope it stays.
16378241	79187357	1	RT @mention: Weather Geek alert... #NOAA shows La Nina weakening (Seattle peeps
16378241	84312057	1	Reed Timmer is following Fairview storm right now
16378241	82847776	3	A GATOR found on in jamestown
16378241	80057291	2	It feels grwat in durham lol RT @mention It's sooo hot out here!! #deepsouth
16378241	83267635	1	It is a soup day. . . And a selling golf carts by text message rainy day. . . Outside of the box? Or genius?
16378241	81213961	3	fuck wearing Nikes or Filas or Reeboks...I wanted some Beauty & the Beast or Snow White or Lion King shoes!! Lmao...#childhoodmemories
16378241	80058172	4	RT @mention: Oh goodie...finally warm enough for the neighborhood banshees to be out in the streets cryin about who's turn it is to  ...
16378241	82674083	1	RT @mention: Thunder storms &gt
16378241	82846910	1	Scattered thunderstorms this afternoon
6346694	81990560	2	Grilling kabobs on the grill last night was amazing! I'm so glad this weather is finally  here.
6346694	83257336	2	Freezing cold Like always whoo buddy excited for tonight let's go #11in11
6346694	82844735	1	"@mention the software queries say two-three ""link degrees"" of the articles. (ie James Burke has the link Science Historian which has...)"
6346694	82512093	1	@mention ditto I should have worn shorts today! Hello humidity!
6346694	82838136	2	@mention oh nice! We're all the way here in sunny Burbank California!
6346694	82852542	3	"""Oh rainy day"
6346694	83270141	2	@mention We can finally compete with your weather in FL! Sunny & 70 here in Chicago today!
6346694	80059799	1	I'm gonna take a bath and read. I planned to make pasta puttanesca for dinner
